name,supported_socket,type
SilverStone SST-XE04-SP3 - Processor Kühler für 4 U Server - AMD SP3/TR4 sockets,"SP3, TR4",Air
Silverstone Tundra TD02-RGB,"1150, 1151, 1155, 1156, 1366, 2011, 2066, 775, AM3, AM3+, AM4, FM1, FM2, FM2+",AIO
"SilverStone VIDA 120 SLIM, , black","2066, 2011, 1700, 1200, 1150, 1152, 1151, 1155, 1156, AM5, AM4",AIO
"SilverStone VIDA 240 SLIM, , black","2066, 2011, 1700, 1200, 1150, 1152, 1151, 1155, 1156, AM5, AM4",AIO
SUPERMICRO SNK-P0047P,"X9, X10",Air
Thermalright Assassin Spirit 120 Evo Dark - 120 mm,"1700, 1200, 1156, 1155, 1154, 1152, 1151, 1150, AM5, AM4",Air
Thermalright AXP-200R ROG Processor Cooler,"775, 1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, AM4",Air
Thermalright Macho 120 SBM Processor Cooler,"775, 1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, AM2, AM3, AM3+, FM1, FM2, FM2+, AM4",Air
Thermalright Macho 90 Processor Cooler,"775, 1150, 1151, 1155, 1156, 1366, AM2, AM3, AM3+, FM1, FM2, FM2+, AM4",Air
Thermalright Macho Direct Processor Cooler,"775, 1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
Thermalright Macho X2 Processor Cooler,"775, 1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, AM2, AM3, AM3+, FM1, FM2, FM2+, AM4",Air
Thermalright True Spirit 120 M BW Processor Cooler,"AM2, AM2+, AM3, FM1, FM2, FM2+, AM4, 775, 1150, 1151, 1155, 1156, 1366, 2011, 2011-V3",Air
Thermalright True Spirit 140 Power Processor Cooler,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, AM4",Air
Thermalright True Spirit 90 M Rev.A Processor Cooler,"775, 1150, 1151, 1155, 1156, 1366, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, AM4",Air
Thermaltake Engine 17 Low-Profile,"1150, 1151, 1155, 1156",Air
Thermaltake Floe Riing RGB TT Premium-Edition,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",AIO
Thermaltake Floe Riing RGB TT Premium-Edition,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+, TR4",AIO
Thermaltake Floe Riing RGB TT Premium-Edition,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",AIO
Thermaltake Riing Silent 12 Blue  - 120mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, 939, 940, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
Thermaltake Riing Silent 12 Pro Blue  - 120mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
Thermaltake Riing Silent 12 Pro Red  - 120mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
Thermaltake Riing Silent 12 Red  - 120mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM1, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
Thermaltake Riing Silent 12 RGB Sync Edition  - 120mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2",Air
Thermaltake Water 3.0 ARGB Sync,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",AIO
Thermaltake Water 3.0 ARGB Sync,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",AIO
Thermaltake Water 3.0 ARGB Sync,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",AIO
"Thermaltake Water 3.0 Riing , red - 140 mm","1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",AIO
"Thermaltake Water 3.0 Riing , red - 280 mm","1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",AIO
Thermaltake Water 3.0 Riing RGB  - 240 mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+, TR4, sTRX4",AIO
Thermaltake Water 3.0 Riing RGB  - 280 mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",AIO
Thermaltake Water 3.0 Riing RGB  - 360 mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+, TR4, sTRX4",AIO
Titan DC-155A915Z/RPW 95mm Z-AXIS,"1155 , 1156 , 1150",Air
"Titan TTC-NA02TZ/RPW/CU30 95mm Z-AXIS Copper Cooler for socket 1150,1155 & 1156","1150 , 1155 , 1156",Air
Titan TTC-NA43TZ/CU35 95mm Z-AXIS,2011,Air
Xigmatek Loki II Heatpipe  - 92mm,"1150, 1155, 1156, 1366, 775, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",Air
Xigmatek Praeton LD963  - 90mm,"1150, 1151, 1155, 1156, 775, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",Air
Xilence A402 AMD  - 92mm PWM,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
Xilence M403 Multisockel  - 92mm PWM,"1150, 1151, 1155, 1156, 2011, 2011-V3, AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
ZALMAN CNPS10X OPTIMA 120mm FSB (Fluid Shield Bearing) Shark's Fin Blade  (LGA 2011 version),"2011 , 1150 , 1155 , 1156 , 1366 , 775, FM1 , AM3+ , AM3 , AM2+ , AM2",Air
Zalman CNPS10X OPTIMA II  - black,"1150, 1151, 1155, 1156, 1366, 2011, 2066, AM2, AM3, AM3+, AM4, FM2, FM2+",Air
Zalman CNPS10X OPTIMA II  - white,"1150, 1151, 1155, 1156, 1366, 2011, 2066, AM2, AM3, AM3+, AM4, FM2, FM2+",Air
Zalman CNPS10X Optima II RGB - black,"1150, 1151, 1155, 1156, 1366, 2011, 2066, AM4, AM3+, FM2+",Air
Zalman CNPS10X Optima II RGB - white,"1150, 1151, 1155, 1156, 1366, 2011, 2066, AM4, AM3+, FM2+",Air
Zalman CNPS10X Performa - black,"1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM4",Air
ZALMAN CNPS10X Performa 120mm Long life,"1150 , 775 , 1155 , 1156 , 1366 , 2011, 754  , 939 , 940 , AM2 , AM2+ , AM3",Air
ZALMAN CNPS10X Performa+ 120mm Long Life Bearing,"775 , 1150 , 1151 , 1155 , 1156 , 1366 , 2011, 754  , 939 , 940 , AM2 , AM2+ , AM3 , AM3+ , FM1 , FM2",Air
Zalman CNPS11X Performa+,"1150, 1151, 1155, 1156, 1366, 754, 775, 939, 940, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",Air
Zalman CNPS16X  - black,"1150, 1151, 1155, 1156, 2011, 2011-V3, 2066, AM3, AM3+, AM4",Air
Zalman CNPS16X  - white,"1150, 1151, 1155, 1156, 2011-V3, 2011, 2066, AM4, AM3+, AM3, AM2",Air
Zalman CNPS17X  - black,"1150, 1151, 1155, 1156, 2011, 2011-V3, 2066, AM3, AM4",Air
Zalman CNPS20X  - black,"1150, 1151, 1155, 1156, 2011, 2011-V3, 2066, AM3, AM4",Air
ZALMAN CNPS2X 80mm Long Life Bearing,"1155 , 1156 , 1150 , 775, FM1 , FM2 , AM3+ , AM3 , AM2+ , AM2",Air
Zalman CNPS4X,"1150, 1151, 1155, 1156, 775, AM3, AM3+, AM4, FM2, FM2+",Air
Zalman CNPS4X RGB - 92mm,"1200, 1150, 1151, 1155, 1156, 775, AM4, AM3+, AM3, FM2+, FM2",Air
Zalman CNPS5X Performa,"1150, 1151, 1155, 1156, 754, 775, 939, 940, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
Zalman CNPS7600 PWM,"1150, 1151, 1155, 1156, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
Zalman CNPS7X LED+ V-Shaped Processor Cooler,"1150, 1151, 1155, 1156, 1366, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
Zalman CNPS80F Ultra Quiet,"1150, 1151, 1155, 1156, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
Zalman CNPS80G,"1150, 1151, 1155, 1156",Air
Zalman CNPS80G Rev.1,"1150, 1151, 1155, 1156, 775, AM4, AM3+, AM3",Air
Zalman CNPS8900 Quiet,"1150, 1151, 1155, 1156, 1366, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
Zalman CNPS8X Optima,"1150, 1151, 1155, 1156, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
ZALMAN CNPS8X Optima 100mm Long Life Bearing HIGH PERFORMANCE Processor COOLER,"1151,1150,FM2,FM2+,940,939,754,AM2+,AM2,AM3+,AM3,FM1,775,1156,1155",Air
Zalman CNPS90F Ultra Quiet,"1150, 1151, 1155, 1156, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
ZALMAN CNPS9500A-LED 92mm 2 Ball,"775, 1155, 1156, 1150, 754, 939, 940, AM2, AM2+, AM3",Air
Zalman CNPS9900 MAX Processor Cooler - blue,"1150, 1151, 1155, 1156, 1366, 775, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",Air
Zalman CNPS9X Optima,"1150, 1151, 1155, 1156, 775, AM3, AM3+, AM4, FM2, FM2+",Air
